street_address_and_name,zipcode,city,use_code,tax_assessment_year,tax_assessment_value,year_built,lot_size,finished_square_feet,bathrooms,bedrooms,zestimate_amount,region_name,region_type
4901 Beverly Blvd APT 9,90004,Los Angeles,Apartment,NA,NA,NA,NA,NA,1,0,NA,Mid Wilshire,neighborhood
4901 Beverly Blvd APT 19,90004,Los Angeles,Apartment,NA,NA,NA,NA,NA,1,0,NA,Mid Wilshire,neighborhood
4901 Beverly Blvd APT 22,90004,Los Angeles,Unknown,NA,NA,NA,NA,NA,NA,NA,928851,Mid Wilshire,neighborhood
12011 San Vicente Blvd STE 330,90049,Los Angeles,MultiFamily2To4,NA,NA,NA,NA,1644,NA,0,2840874,Brentwood,neighborhood
12011 San Vicente Blvd STE 300,90049,Los Angeles,MultiFamily2To4,NA,NA,NA,NA,1644,NA,0,2840874,Brentwood,neighborhood
3840 Clayton Ave,90027,LOS ANGELES,SingleFamily,2018,728280,1925,3980,1575,2.5,2,1312155,Los Feliz,neighborhood
3840 Aloha St,90027,LOS ANGELES,Apartment,2018,518695,1937,6261,5410,5,7,NA,Los Feliz,neighborhood
3840 Franklin Ave,90027,LOS ANGELES,SingleFamily,2018,549869,1927,5599,2200,3,3,1526158,Los Feliz,neighborhood
11062 Swinton Ave,91344,GRANADA HILLS,SingleFamily,2018,221846,1956,8229,1546,2,3,618424,Granada Hills,neighborhood
4416 Tourmaline St,90032,Los Angeles,SingleFamily,NA,NA,1921,8712,500,1,1,479984,Montecito Heights,neighborhood
17418 Lull St,91325,NORTHRIDGE,SingleFamily,2018,262501,1950,9200,2156,2,5,696884,Lake Balboa,neighborhood
9235 Cedros Ave,91402,Los Angeles,Condominium,2018,269654,2003,31808,1594,3,4,488110,Panorama City,neighborhood
9235 1/2 Cedros Ave,91402,Los Angeles,Condominium,2018,254997,2003,31808,1594,3,4,488070,Panorama City,neighborhood
9235 Cedros Ave # 1/2,91402,Panorama City,Unknown,NA,NA,2003,NA,1594,3,4,542759,Panorama City,neighborhood
9235 Cedros Ave,91402,Panorama City,Unknown,NA,NA,2003,NA,1594,2.5,4,542460,Panorama City,neighborhood
8849 Cattaraugus Ave,90034,LOS ANGELES,SingleFamily,2018,474260,1947,2134,672,2,2,834747,Crestview,neighborhood
8849 Ashcroft Ave,90048,W Hollywood,Unknown,NA,NA,NA,NA,NA,1.5,2,1766522,West Hollywood West,neighborhood
4160 3rd Ave,90008,LOS ANGELES,SingleFamily,2018,346796,1919,5227,2001,2,3,731474,Leimert Park,neighborhood
16909 Kinzie St,91343,Northridge,SingleFamily,2018,76653,1961,7426,1780,2,3,658447,Northridge,neighborhood
3323 E 2nd St,90063,LOS ANGELES,Triplex,2018,38513,1926,4800,1963,3,5,602077,Boyle Heights,neighborhood
1967 E Imperial Hwy,90059,Los Angeles,SingleFamily,2018,1e5,NA,5154,NA,NA,0,NA,Watts,neighborhood
3706 Brunswick Ave,90039,LOS ANGELES,Duplex,2018,224898,1937,5400,1810,2,3,1006982,Atwater Village,neighborhood
620 N Breed St,90033,LOS ANGELES,Quadruplex,2018,209600,1928,9075,4598,4,4,1144960,Boyle Heights,neighborhood
12807 Norris Ave,91342,SYLMAR,SingleFamily,2018,661e3,1949,21880,2935,3,4,855336,Sylmar,neighborhood
1621 S Garth Ave,90035,LOS ANGELES,SingleFamily,2018,346613,1930,6253,1312,1,2,1464402,Pico-Robertson,neighborhood
8021 Wentworth St,91040,SUNLAND,SingleFamily,2018,602289,1956,8668,1973,3,3,732881,Sunland,neighborhood
521 W 16th St,90731,SAN PEDRO,Apartment,2018,397053,1922,4384,1985,4,4,NA,San Pedro,neighborhood
4718 Camellia Ave,91602,NORTH HOLLYWOOD,SingleFamily,2018,313675,1947,6749,1211,1,1,938066,Valley Village,neighborhood
1042 W 52nd St,90037,LOS ANGELES,SingleFamily,2018,215469,1912,5357,1120,1,2,439547,South Los Angeles,neighborhood
8046 Fareholm Dr,90046,LOS ANGELES,SingleFamily,2018,1388e3,1925,4825,1619,1,2,2047651,Hollywood Hills,neighborhood
11287 Dronfield Ave,91331,PACOIMA,SingleFamily,2018,176878,1956,7537,1186,2,3,473713,Pacoima,neighborhood
17416 Minnehaha St,91344,GRANADA HILLS,SingleFamily,2018,340152,1963,9321,1495,2,3,641457,Granada Hills,neighborhood
7409 Wiscasset Dr,91304,West Hills,SingleFamily,2018,1288639,2003,32056,4346,5,5,1334901,West Hills,neighborhood
7715 Ethel Ave,91605,NORTH HOLLYWOOD,SingleFamily,2018,468060,1944,23870,1344,1,3,675485,Sun Valley,neighborhood
810 W 69th St,90044,LOS ANGELES,MultiFamily2To4,2018,654560,2005,8415,2604,2,4,630253,South Los Angeles,neighborhood
1573 238th St,90710,HARBOR CITY,SingleFamily,2018,535524,1971,5096,1200,2,3,592257,Harbor City,neighborhood
2034 S La Salle Ave,90018,LOS ANGELES,Duplex,2018,312335,1964,3749,2496,4,4,850915,Adams-Normandie,neighborhood
3667 Valley Meadow Rd,91403,SHERMAN OAKS,SingleFamily,2018,709156,1955,14373,2385,3,3,1668119,Encino,neighborhood
11637 Woodcock Ave,91340,SAN FERNANDO,SingleFamily,2018,436967,1956,6011,1195,2,4,476401,Pacoima,neighborhood
14210 Cohasset St,91405,VAN NUYS,SingleFamily,2018,248186,1957,7415,1900,2,3,661189,Van Nuys,neighborhood
1265 W 11th St,90015,San Pedro,SingleFamily,2018,274802,1948,7812,1374,1,1,666729,San Pedro,neighborhood
5812 Virginia Ave,90038,LOS ANGELES,MultiFamily5Plus,2018,795906,1910,7499,800,1.5,1,NA,Hollywood,neighborhood
5812 Tobias Ave,91411,VAN NUYS,SingleFamily,2018,220434,1943,6858,995,1,2,729898,Sherman Oaks,neighborhood
4910 Fulton Ave,91423,SHERMAN OAKS,SingleFamily,2018,1510311,1995,8812,4865,3.5,3,2044842,Sherman Oaks,neighborhood
4907 O'sullivan Dr,90032,Los Angeles,SingleFamily,2018,422635,1929,7698,742,1,2,567112,University Hills,neighborhood
4520 Don Milagro Dr,90008,LOS ANGELES,SingleFamily,2018,103381,1969,6816,2089,3,4,1187076,Crenshaw,neighborhood
3744 Bluff Pl,90731,San Pedro,Apartment,NA,NA,NA,NA,550,1,1,NA,San Pedro,neighborhood
12018 Juniette St,90230,Los Angeles,SingleFamily,2018,250478,1952,4053,1210,1,3,1118177,Del Rey,neighborhood
13523 Bessemer St,91401,VAN NUYS,SingleFamily,2018,651300,1953,6215,2050,2,3,868806,Valley Glen,neighborhood
13523 Bessemer St,91401,Valley Glen,SingleFamily,NA,NA,1953,6216,2050,2,3,824602,Valley Glen,neighborhood
5952 Lubao Ave,91367,WOODLAND HILLS,SingleFamily,2018,145e4,1952,20771,4809,4,5,1573121,Woodland Hills,neighborhood
3123 Dalton Ave,90018,LOS ANGELES,Condominium,2018,137422,1983,36642,1281,3,3,484072,Adams-Normandie,neighborhood
312 W 5th St APT 1122,90013,LOS ANGELES,Condominium,2018,417e3,1923,27284,670,1,0,460727,Downtown,neighborhood
5712 Fountain Ave,90028,LOS ANGELES,Duplex,2018,522559,1922,6212,1466,2,3,1255644,Hollywood,neighborhood
3314 Idell St,90065,LOS ANGELES,SingleFamily,2018,229102,1920,3580,807,1,2,623504,Cypress Park,neighborhood
1121 Abbot Kinney Blvd STE F,90291,Venice,Unknown,NA,NA,NA,NA,NA,NA,NA,933951,Venice,neighborhood
1121 Abbot Kinney Blvd STE B,90291,Venice,Townhouse,NA,NA,2005,NA,1757,3,2,1995089,Venice,neighborhood
1121 Abbot Kinney Blvd STE D,90291,Venice,SingleFamily,NA,NA,NA,10018,1775,2.5,2,2640105,Venice,neighborhood
1121 Abbot Kinney Blvd SUITE 2,90291,Los Angeles,MultiFamily2To4,2018,2320500,2005,10101,1757,3,2,2556962,Venice,neighborhood
1121 Abbot Kinney Blvd # 6,90291,Venice,Condominium,2018,1437e3,2005,10101,985,2,2,925762,Venice,neighborhood
1121 Abbot Kinney Blvd SUITE 4,90291,Los angeles,Condominium,2018,2444940,2005,10101,1757,3,2,2775255,Venice,neighborhood
1121 Abbot Kinney Blvd STE A,90291,Venice,Condominium,NA,NA,2005,NA,1757,3,2,1740026,Venice,neighborhood
1121 Abbot Kinney Blvd # 7,90291,VENICE,Condominium,2018,1399550,2005,10101,985,1.5,2,924521,Venice,neighborhood
1121 Abbot Kinney Blvd SUITE 1,90291,Los angeles,Condominium,2018,510966,2005,10101,1757,2.5,2,2118334,Venice,neighborhood
1121 Abbot Kinney Blvd SUITE 3,90291,Los angeles,Condominium,2018,2235538,2005,10101,1757,3,2,2798748,Venice,neighborhood
1121 Abbot Kinney Blvd SUITE 5,90291,Venice,MultiFamily2To4,2018,1658335,2005,10101,1371,1.5,2,2564239,Venice,neighborhood
10841 Hortense St # 10841,91602,Toluca Lake,MultiFamily5Plus,NA,NA,NA,NA,865,1,2,NA,Toluca Lake,neighborhood
6539 Alcove Ave,91606,NORTH HOLLYWOOD,SingleFamily,2018,298555,1947,6001,1446,2,3,667872,Valley Glen,neighborhood
6518 Pollard St,90042,LOS ANGELES,Apartment,2018,76221,1960,12788,3137,4,7,NA,Highland Park,neighborhood
8609 Comanche Ave,91306,WINNETKA,SingleFamily,2018,448815,1951,17424,1022,1,3,550531,Winnetka,neighborhood
3401 Country Club Dr,90019,LOS ANGELES,SingleFamily,2018,473993,1922,9548,2690,2,3,1501835,Mid City,neighborhood
15210 Carey Ranch Ln,91342,SYLMAR,SingleFamily,2018,436857,1998,5662,1967,3,3,603539,Sylmar,neighborhood
7522 Lasaine Ave,91406,VAN NUYS,SingleFamily,2018,69942,1950,6001,912,1,2,489107,Lake Balboa,neighborhood
9235 Woodman Ave APT N,91331,Arleta,Condominium,2018,267900,1990,34971,1361,3,3,381817,Panorama City,neighborhood
4815 Stansbury Ave,91423,SHERMAN OAKS,SingleFamily,2018,243616,1977,6831,2101,3,3,1083765,Sherman Oaks,neighborhood
7755 Yarmouth Ave,91335,RESEDA,SingleFamily,2018,68530,1953,6206,1511,2,3,582446,Reseda,neighborhood
2514 Las Flores Dr,90041,LOS ANGELES,SingleFamily,2018,164965,1948,2806,754,1,1,638456,Eagle Rock,neighborhood
7701 Goddard Ave,90045,LOS ANGELES,SingleFamily,2018,831165,1950,5538,1331,2,2,954900,Westchester,neighborhood
23601 Elkwood St,91304,CANOGA PARK,SingleFamily,2018,508135,1983,9607,2661,3,4,956179,West Hills,neighborhood
16258 Vintage St,91343,NORTH HILLS,SingleFamily,2018,416610,1957,7534,1610,2,4,613479,North Hills,neighborhood
1051 Carmona Ave,90019,Los Angeles,Townhouse,NA,NA,1930,NA,2e3,2,2,1302295,Mid City,neighborhood
2802 Ceilhunt Ave,90064,LOS ANGELES,SingleFamily,2018,391998,1951,5304,1707,2,4,1437874,Mar Vista,neighborhood
13423 Bryson St,91402,PANORAMA CITY,SingleFamily,2018,253932,1997,4924,1366,2,3,541426,Arleta,neighborhood
13423 Friar St,91401,Valley Glen,SingleFamily,NA,NA,1959,6098,2040,2.5,4,768858,Valley Glen,neighborhood
1730 San Ysidro Dr,90210,BEVERLY HILLS,SingleFamily,2018,2447378,1955,11449,2683,4,4,2747934,Beverly Crest,neighborhood
1627 261st St,90710,HARBOR CITY,SingleFamily,2018,91523,1955,10074,2002,2,3,720508,Harbor City,neighborhood
23357 Mobile St,91307,WEST HILLS,SingleFamily,2018,77425,1959,7742,1173,2,3,622154,West Hills,neighborhood
6428 Kessler Ave,91367,WOODLAND HILLS,SingleFamily,2018,719e3,1957,8800,2183,2,4,744820,Woodland Hills,neighborhood
928 930 W 76th St # 2,90044,Los Angeles,MultiFamily2To4,NA,NA,1913,5401,2197,NA,0,542544,South Los Angeles,neighborhood
4512 Libbit Ave,91436,ENCINO,SingleFamily,2018,622416,1953,8515,1762,3,3,1290019,Encino,neighborhood
1400 San Ysidro Dr,90210,BEVERLY HILLS,SingleFamily,2018,146255,1938,10604,1810,2,2,2285969,Beverly Crest,neighborhood
8312 Webb Ave,91352,SUN VALLEY,SingleFamily,2018,413100,1950,6248,1050,1,3,486332,Sun Valley,neighborhood
7400 Delco Ave,91306,WINNETKA,SingleFamily,2018,86995,1970,5004,1629,2,3,600646,Winnetka,neighborhood
7400 Delco Pl,91306,WINNETKA,SingleFamily,2018,439129,1979,6969,1940,2,4,606626,Winnetka,neighborhood
1404 Echo Park Ave,90026,LOS ANGELES,Quadruplex,2018,155043,1922,5500,1728,4,2,1111793,Echo Park,neighborhood
15945 Hartland St,91406,VAN NUYS,SingleFamily,2018,639845,1951,8249,1884,2,3,659754,Lake Balboa,neighborhood
3054 Casitas Ave,90039,LOS ANGELES,Duplex,2018,792682,1978,5831,2537,5,6,1148283,Atwater Village,neighborhood
8616 Ramsgate Ave,90045,LOS ANGELES,Quadruplex,2018,273763,1950,5825,2764,4,4,1564282,Westchester,neighborhood
21455 Rios St,91364,WOODLAND HILLS,SingleFamily,2018,424137,1975,5769,1407,2,3,759351,Woodland Hills,neighborhood
1561 Waldran Ave,90041,LOS ANGELES,SingleFamily,2018,65881,1955,6950,1452,2,3,979893,Eagle Rock,neighborhood
411 E Century Blvd,90003,LOS ANGELES,SingleFamily,2018,26132,1941,4844,900,1,2,351625,Southeast Los Angeles,neighborhood
10648 Mcclemont Ave,91043,Glendale,SingleFamily,NA,NA,1950,6120,912,1.5,2,527733,Tujunga,neighborhood
10220 Mcclemont Ave,91042,TUJUNGA,SingleFamily,2018,635684,1955,6098,2302,3,4,760444,Tujunga,neighborhood
5322 Lincoln Ave,90042,LOS ANGELES,MultiFamily2To4,2018,555900,1920,5386,2602,4,5,1159715,Highland Park,neighborhood
16629 Armstead St,91344,GRANADA HILLS,SingleFamily,2018,493482,1959,7505,1538,2,3,667409,Granada Hills,neighborhood
217 E Q St,90744,WILMINGTON,SingleFamily,2018,280204,1953,5670,1078,1,3,472794,Wilmington,neighborhood
6836 Sylvia Ave,91335,RESEDA,SingleFamily,2018,501e3,1955,6759,1622,2,4,590065,Reseda,neighborhood
1423 W 71st St,90047,LOS ANGELES,SingleFamily,2018,128118,1922,4212,767,1,2,377350,South Los Angeles,neighborhood
164 N Bristol Ave,90049,LOS ANGELES,SingleFamily,2018,9006668,1998,26412,9071,9,8,13361512,Brentwood,neighborhood
7042 Helmsdale Rd,91307,WEST HILLS,SingleFamily,2018,560980,1961,11325,1600,2,3,738550,West Hills,neighborhood
10222 Mcvine Ave,91040,SUNLAND,SingleFamily,2018,246306,1949,6194,916,1,2,545658,Sunland,neighborhood
7425 Valaho Ln,91042,TUJUNGA,SingleFamily,2018,505633,1988,2613,1737,3,3,682011,Tujunga,neighborhood
2287 W 23rd St,90018,LOS ANGELES,SingleFamily,2018,174988,1905,7500,2452,2,3,1111019,Jefferson Park,neighborhood
621 W 113th St,90044,LOS ANGELES,SingleFamily,2018,105515,1938,5325,1716,2,4,504012,South Los Angeles,neighborhood
3835 Valley Meadow Rd,91436,ENCINO,SingleFamily,2018,1361191,1952,33608,5883,5,4,4408389,Encino,neighborhood
10648 Mcclemont Ave,91043,Glendale,SingleFamily,NA,NA,1950,6120,912,1.5,2,527733,Tujunga,neighborhood
10228 Mcclemont Ave,91042,TUJUNGA,Duplex,2018,325647,1940,6017,1680,2,4,683832,Tujunga,neighborhood
10520 Helendale Ave,91042,TUJUNGA,SingleFamily,2018,51e4,1949,4892,1018,2,2,536905,Tujunga,neighborhood
8107 Towne Ave,90003,LOS ANGELES,SingleFamily,2018,48658,1925,1450,648,1,1,278339,Southeast Los Angeles,neighborhood
6360 Maryland Dr,90048,LOS ANGELES,SingleFamily,2018,2978400,2013,6198,4e3,5,4,3709291,Mid City West,neighborhood
7710 Avalon Blvd,90003,LOS ANGELES,MultiFamily2To4,2018,344154,1998,3800,2292,1,3,524289,Southeast Los Angeles,neighborhood
1259 W 36th Pl,90007,LOS ANGELES,SingleFamily,2018,816e3,1903,7375,2650,2,4,931417,South Los Angeles,neighborhood
23801 Roscoe Blvd,91304,Canoga Park,SingleFamily,2018,9070,NA,NA,NA,NA,0,NA,West Hills,neighborhood
15557 Live Oak Springs,91357,Canyon Country,SingleFamily,NA,NA,1990,31232,3764,3,4,977951,Canyon Country,neighborhood
18616 Tarzana Dr,91356,TARZANA,SingleFamily,2018,814443,1952,17771,3206,4,5,1504666,Tarzana,neighborhood
1423 1/2 Mohawk St,90026,Los Angeles,Apartment,NA,NA,NA,NA,600,1,2,NA,Silver Lake,neighborhood
829 N Mansfield Ave,90038,LOS ANGELES,SingleFamily,2018,192531,1923,6002,2667,4,5,1844381,Hollywood,neighborhood
8103 Greenbush Ave,91402,PANORAMA CITY,SingleFamily,2018,354434,1957,6476,1659,2,3,571799,Arleta,neighborhood
6241 Randi Ave # 1/2,91367,Woodland Hills,SingleFamily,NA,NA,1972,2178,NA,2.5,2,648424,Woodland Hills,neighborhood
10905 Croesus Ave,90059,LOS ANGELES,Duplex,2018,257634,1956,5200,2012,2,5,485634,Watts,neighborhood
1740 W Ofarrell St,90732,SAN PEDRO,SingleFamily,2018,376421,1956,7308,1750,2,4,905978,San Pedro,neighborhood
504 W L St,90744,WILMINGTON,MultiFamily2To4,2018,642600,1953,7026,2253,4,5,611135,Wilmington,neighborhood
4409 1/2 Avocado St,90027,Los Angeles,Apartment,NA,NA,NA,NA,1250,1,2,NA,Los Feliz,neighborhood
4409 Avocado St,90027,Los Angeles,Apartment,NA,NA,NA,NA,1250,1,2,NA,Los Feliz,neighborhood
10622 Canby Ave # 1,91326,Porter Ranch,SingleFamily,NA,NA,1958,11006,2400,2,4,NA,Northridge,neighborhood
17257 Hiawatha St,91344,GRANADA HILLS,SingleFamily,2018,80528,1957,8353,1308,2,3,606117,Granada Hills,neighborhood
1803 Magnolia Ave,90006,Los Angeles,Apartment,2018,103528,1905,7524,4222,5,10,NA,Harvard Heights,neighborhood
6145 Shoup Ave UNIT 46,91367,Woodland Hills,Townhouse,2018,515100,1975,125888,1533,3,2,553387,Woodland Hills,neighborhood
6145 Shoup Ave UNIT 59,91367,Los angeles,Townhouse,2018,489600,1975,125997,1764,3,3,569996,Woodland Hills,neighborhood
6145 Shoup Ave UNIT 60,91367,Los Angeles,Condominium,2018,193865,1975,125997,1764,3,2,552440,Woodland Hills,neighborhood
6145 Shoup Ave UNIT 44,91367,Los Angeles,Condominium,2018,281373,1975,125992,1764,3,3,570103,Woodland Hills,neighborhood
6145 Shoup Ave UNIT 45,91367,Los angeles,SingleFamily,2018,431089,1975,2613,1764,3,3,725735,Woodland Hills,neighborhood
6145 Shoup Ave UNIT 41,91367,Los Angeles,Condominium,2018,420770,1975,130680,1243,2,1,498004,Woodland Hills,neighborhood
6145 Shoup Ave UNIT 47,91367,Los angeles,Condominium,2018,261765,1975,125992,1243,2,1,498005,Woodland Hills,neighborhood
6145 Shoup Ave UNIT 48,91367,Los Angeles,Condominium,2018,274234,1975,125992,1764,3,3,577760,Woodland Hills,neighborhood
6145 Shoup Ave UNIT 49,91367,Los angeles,Condominium,2018,484811,1975,125888,1764,3,3,577112,Woodland Hills,neighborhood
6145 Shoup Ave UNIT 50,91367,Los Angeles,Townhouse,2018,77734,1975,125997,1533,2.5,2,555877,Woodland Hills,neighborhood
6145 Shoup Ave UNIT 51,91367,Los angeles,Condominium,2018,454192,1975,125888,1764,3,3,570442,Woodland Hills,neighborhood
6145 Shoup Ave UNIT 52,91367,Los Angeles,Condominium,2018,339410,1975,2613,1243,2,2,520303,Woodland Hills,neighborhood
6145 Shoup Ave UNIT 53,91367,Los angeles,Condominium,2018,402724,1975,2613,1533,2.5,2,551247,Woodland Hills,neighborhood
6145 Shoup Ave UNIT 54,91367,Los Angeles,Townhouse,2018,572e3,1975,125992,1764,2.5,3,574918,Woodland Hills,neighborhood
6145 Shoup Ave UNIT 55,91367,Los angeles,Condominium,2018,236175,1975,125992,1243,2,1,497970,Woodland Hills,neighborhood
6145 Shoup Ave UNIT 56,91367,Los Angeles,Condominium,2018,207535,1975,125992,1764,3,3,570180,Woodland Hills,neighborhood
6145 Shoup Ave UNIT 57,91367,Los angeles,Condominium,2018,186692,1975,125992,1032,2,1,445502,Woodland Hills,neighborhood
6145 Shoup Ave UNIT 58,91367,Los Angeles,Condominium,2018,428933,1975,2613,1533,2.5,2,560798,Woodland Hills,neighborhood
6145 Shoup Ave UNIT 42,91367,Los angeles,Condominium,2018,316631,1975,125992,1764,3,3,577771,Woodland Hills,neighborhood
6145 Shoup Ave UNIT 43,91367,Los Angeles,Condominium,2018,281994,1975,125992,1533,3,2,549328,Woodland Hills,neighborhood
6145 Shoup Ave UNIT 61,91367,Los angeles,Condominium,2018,51e4,1975,125992,1243,2,1,498006,Woodland Hills,neighborhood
6145 Shoup Ave UNIT 62,91367,Los Angeles,Townhouse,2018,259738,1975,125996,1032,2,2,483639,Woodland Hills,neighborhood
6145 W 6th St,90048,Los Angeles,MultiFamily2To4,NA,NA,1928,7e3,4400,4,6,2061255,Mid City West,neighborhood
4937 Amigo Ave,91356,TARZANA,SingleFamily,2018,1122e3,1961,19562,2759,3,4,1310940,Tarzana,neighborhood
19821 Arminta St,91306,WINNETKA,SingleFamily,2018,210478,1926,6875,1725,3,4,591491,Winnetka,neighborhood
2020 Gates St,90031,LOS ANGELES,MultiFamily2To4,2018,369825,1910,6970,1686,2,3,675457,Lincoln Heights,neighborhood
4158 Avalon Blvd,90011,Los Angeles,SingleFamily,2018,101612,1908,2500,1178,2,2,402220,Southeast Los Angeles,neighborhood
1015 Calzona St,90023,LOS ANGELES,SingleFamily,2018,200421,1921,4999,984,1,2,409597,Boyle Heights,neighborhood
4638 Toland Way,90041,LOS ANGELES,SingleFamily,2018,640200,1921,3020,1100,1.5,2,744631,Eagle Rock,neighborhood
1810 Pandora Ave UNIT 103,90025,Los Angeles,Condominium,NA,NA,2017,NA,900,1,1,909621,West Los Angeles,neighborhood
1810 Pandora Ave UNIT 202,90025,Los Angeles,Condominium,NA,NA,2017,NA,1400,2,2,1147135,West Los Angeles,neighborhood
1810 Pandora Ave,90025,LOS ANGELES,Condominium,2018,3610764,2017,6658,1400,2,3,1287783,West Los Angeles,neighborhood
5700 W Olympic Blvd APT 214,90036,Los Angeles,Apartment,NA,NA,NA,NA,740,1,1,NA,Mid City,neighborhood
17800 Tramonto Dr,90272,PACIFIC PALISADES,SingleFamily,2018,4709716,1931,20569,6046,5,5,7017805,Pacific Palisades,neighborhood
9954 Shadow Hills Dr,91040,SUNLAND,SingleFamily,2018,486869,1962,18300,2086,2,4,841131,Shadow Hills,neighborhood
3406 Halderman St,90066,LOS ANGELES,SingleFamily,2018,218984,1953,6697,1854,2,3,1764522,Mar Vista,neighborhood
18938 Prairie St,91324,NORTHRIDGE,SingleFamily,2018,101224,1957,7500,1486,2,4,616469,Northridge,neighborhood
14915 Devonshire St,91345,MISSION HILLS,SingleFamily,2018,75577,1956,7441,1518,2,3,552810,Mission Hills,neighborhood
6248 La Tijera Blvd,90056,LOS ANGELES,Triplex,2018,584416,1951,9882,2419,3,3,1070882,Westchester,neighborhood
3764 Winford Dr,91356,TARZANA,SingleFamily,2018,1359129,1998,18823,5501,5,4,2670505,Tarzana,neighborhood
19079 Olympia St,91326,PORTER RANCH,SingleFamily,2018,466008,1965,11325,2203,3,4,741100,Northridge,neighborhood
3148 Warwick Ave,90032,LOS ANGELES,SingleFamily,2018,141888,1940,2850,751,1,2,504463,El Sereno,neighborhood
13725 Goleta St,91331,Arleta,SingleFamily,2018,185918,1955,6425,1970,4,5,579286,Arleta,neighborhood
7942 Whitsett Ave,91605,NORTH HOLLYWOOD,SingleFamily,2018,311591,1952,7195,1417,2,4,570087,Sun Valley,neighborhood
836 W 42nd Pl,90037,LOS ANGELES,MultiFamily2To4,2018,242151,1912,6873,2,2,4,640211,South Los Angeles,neighborhood
11634 Addison St,91601,NORTH HOLLYWOOD,SingleFamily,2018,1320329,2002,7832,2849,3,5,1556744,Valley Village,neighborhood
16313 Germain St,91344,GRANADA HILLS,SingleFamily,2018,275086,1963,7627,1760,3,3,646957,Granada Hills,neighborhood
2694 Thorpe Ave,90065,LOS ANGELES,SingleFamily,2018,253893,1921,3484,1313,2,3,709216,Cypress Park,neighborhood
1368 W Ofarrell St,90732,SAN PEDRO,SingleFamily,2018,266017,1950,4825,1189,1,3,584426,San Pedro,neighborhood
24909 Baypoint Ave,90744,WILMINGTON,SingleFamily,2018,301253,1986,6432,3004,4,5,699126,Wilmington,neighborhood
15447 Leadwell St,91406,VAN NUYS,SingleFamily,2018,476467,1956,5662,1728,2,3,648477,Van Nuys,neighborhood
14325 Greenleaf St,91423,SHERMAN OAKS,SingleFamily,2018,117196,1926,13562,1330,2,4,1533523,Sherman Oaks,neighborhood
8842 Aqueduct Ave,91343,NORTH HILLS,SingleFamily,2018,415691,1951,12799,1996,4,2,690632,North Hills,neighborhood
8842 Collett Ave,91343,NORTH HILLS,SingleFamily,2018,532e3,1959,9016,1712,2,4,615749,North Hills,neighborhood
8842 Woodley Ave,91343,NORTH HILLS,SingleFamily,2018,423146,1963,7558,1543,2,4,599293,North Hills,neighborhood
8842 Sophia Ave,91343,NORTH HILLS,SingleFamily,2018,552e3,1960,8276,1315,2,3,561407,North Hills,neighborhood
8842 Hayvenhurst Ave,91343,NORTH HILLS,SingleFamily,2018,128898,1960,7370,1105,2,3,538437,North Hills,neighborhood
8842 Monogram Ave,91343,NORTH HILLS,SingleFamily,2018,57046,1960,7683,1118,2,3,540255,North Hills,neighborhood
